concept_id,layer,metric,probe_score,probe_std,chance,lift_over_chance,p_value,n_permutations,majority_class_rate,n_samples
jiwar_001,5,balanced_accuracy,0.516667,0.343188,0.5,0.016667,0.41791,200,0.6,20
jiwar_001,6,balanced_accuracy,0.516667,0.343188,0.5,0.016667,0.427861,200,0.6,20
jiwar_001,7,balanced_accuracy,0.483333,0.366667,0.5,-0.016667,0.487562,200,0.6,20
jiwar_001,8,balanced_accuracy,0.483333,0.366667,0.5,-0.016667,0.447761,200,0.6,20
jiwar_001,9,balanced_accuracy,0.533333,0.382245,0.5,0.033333,0.338308,200,0.6,20
jiwar_001,10,balanced_accuracy,0.483333,0.366667,0.5,-0.016667,0.477612,200,0.6,20
jiwar_001,11,balanced_accuracy,0.533333,0.382245,0.5,0.033333,0.303483,200,0.6,20
jiwar_001,12,balanced_accuracy,0.533333,0.382245,0.5,0.033333,0.308458,200,0.6,20
jiwar_001,13,balanced_accuracy,0.566667,0.355121,0.5,0.066667,0.288557,200,0.6,20
jiwar_001,14,balanced_accuracy,0.516667,0.343188,0.5,0.016667,0.427861,200,0.6,20
jiwar_001,15,balanced_accuracy,0.566667,0.355121,0.5,0.066667,0.283582,200,0.6,20
jiwar_001,16,balanced_accuracy,0.566667,0.355121,0.5,0.066667,0.263682,200,0.6,20
jiwar_001,17,balanced_accuracy,0.566667,0.355121,0.5,0.066667,0.283582,200,0.6,20
jiwar_001,18,balanced_accuracy,0.466667,0.281859,0.5,-0.033333,0.557214,200,0.6,20
jiwar_001,19,balanced_accuracy,0.466667,0.281859,0.5,-0.033333,0.626866,200,0.6,20
jiwar_001,20,balanced_accuracy,0.466667,0.281859,0.5,-0.033333,0.59204,200,0.6,20
jiwar_001,21,balanced_accuracy,0.516667,0.260342,0.5,0.016667,0.452736,200,0.6,20
jiwar_001,22,balanced_accuracy,0.533333,0.227303,0.5,0.033333,0.432836,200,0.6,20
jiwar_001,23,balanced_accuracy,0.383333,0.1,0.5,-0.116667,0.845771,200,0.6,20
shura_001,0,balanced_accuracy,0.533333,0.227303,0.5,0.033333,0.422886,200,0.6,20
shura_001,1,balanced_accuracy,0.516667,0.185592,0.5,0.016667,0.532338,200,0.6,20
shura_001,2,balanced_accuracy,0.466667,0.214735,0.5,-0.033333,0.646766,200,0.6,20
shura_001,3,balanced_accuracy,0.483333,0.2,0.5,-0.016667,0.626866,200,0.6,20
shura_001,4,balanced_accuracy,0.483333,0.2,0.5,-0.016667,0.59204,200,0.6,20
shura_001,5,balanced_accuracy,0.433333,0.219848,0.5,-0.066667,0.721393,200,0.6,20
shura_001,6,balanced_accuracy,0.5,0.273861,0.5,0.0,0.542289,200,0.6,20
shura_001,7,balanced_accuracy,0.516667,0.185592,0.5,0.016667,0.532338,200,0.6,20
shura_001,8,balanced_accuracy,0.516667,0.185592,0.5,0.016667,0.522388,200,0.6,20
shura_001,9,balanced_accuracy,0.516667,0.185592,0.5,0.016667,0.512438,200,0.6,20
shura_001,10,balanced_accuracy,0.566667,0.133333,0.5,0.066667,0.363184,200,0.6,20
shura_001,11,balanced_accuracy,0.516667,0.185592,0.5,0.016667,0.477612,200,0.6,20
shura_001,12,balanced_accuracy,0.483333,0.133333,0.5,-0.016667,0.59204,200,0.6,20
shura_001,13,balanced_accuracy,0.45,0.1,0.5,-0.05,0.621891,200,0.6,20
shura_001,14,balanced_accuracy,0.483333,0.133333,0.5,-0.016667,0.562189,200,0.6,20
shura_001,15,balanced_accuracy,0.483333,0.133333,0.5,-0.016667,0.552239,200,0.6,20
shura_001,16,balanced_accuracy,0.516667,0.185592,0.5,0.016667,0.452736,200,0.6,20
shura_001,17,balanced_accuracy,0.516667,0.185592,0.5,0.016667,0.472637,200,0.6,20
shura_001,18,balanced_accuracy,0.466667,0.214735,0.5,-0.033333,0.59204,200,0.6,20
shura_001,19,balanced_accuracy,0.516667,0.185592,0.5,0.016667,0.437811,200,0.6,20
shura_001,20,balanced_accuracy,0.55,0.244949,0.5,0.05,0.363184,200,0.6,20
shura_001,21,balanced_accuracy,0.6,0.254951,0.5,0.1,0.273632,200,0.6,20
shura_001,22,balanced_accuracy,0.566667,0.275882,0.5,0.066667,0.323383,200,0.6,20
shura_001,23,balanced_accuracy,0.566667,0.275882,0.5,0.066667,0.338308,200,0.6,20
majlis_001,0,balanced_accuracy,0.7,0.187083,0.5,0.2,0.099502,200,0.6,20
majlis_001,1,balanced_accuracy,0.75,0.223607,0.5,0.25,0.044776,200,0.6,20
majlis_001,2,balanced_accuracy,0.766667,0.226078,0.5,0.266667,0.034826,200,0.6,20
majlis_001,3,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.228856,200,0.6,20
majlis_001,4,balanced_accuracy,0.666667,0.210819,0.5,0.166667,0.154229,200,0.6,20
majlis_001,5,balanced_accuracy,0.666667,0.210819,0.5,0.166667,0.129353,200,0.6,20
majlis_001,6,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.21393,200,0.6,20
majlis_001,7,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.20398,200,0.6,20
majlis_001,8,balanced_accuracy,0.666667,0.210819,0.5,0.166667,0.134328,200,0.6,20
majlis_001,9,balanced_accuracy,0.566667,0.133333,0.5,0.066667,0.323383,200,0.6,20
majlis_001,10,balanced_accuracy,0.716667,0.194365,0.5,0.216667,0.069652,200,0.6,20
majlis_001,11,balanced_accuracy,0.65,0.2,0.5,0.15,0.149254,200,0.6,20
majlis_001,12,balanced_accuracy,0.666667,0.139443,0.5,0.166667,0.159204,200,0.6,20
majlis_001,13,balanced_accuracy,0.666667,0.139443,0.5,0.166667,0.134328,200,0.6,20
majlis_001,14,balanced_accuracy,0.716667,0.194365,0.5,0.216667,0.064677,200,0.6,20
majlis_001,15,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.218905,200,0.6,20
majlis_001,16,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.228856,200,0.6,20
majlis_001,17,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.228856,200,0.6,20
majlis_001,18,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.233831,200,0.6,20
majlis_001,19,balanced_accuracy,0.566667,0.206828,0.5,0.066667,0.343284,200,0.6,20
majlis_001,20,balanced_accuracy,0.566667,0.133333,0.5,0.066667,0.333333,200,0.6,20
majlis_001,21,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.223881,200,0.6,20
majlis_001,22,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.208955,200,0.6,20
majlis_001,23,balanced_accuracy,0.666667,0.139443,0.5,0.166667,0.154229,200,0.6,20
fazaa_001,0,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.228856,200,0.6,20
fazaa_001,1,balanced_accuracy,0.483333,0.2,0.5,-0.016667,0.507463,200,0.6,20
fazaa_001,2,balanced_accuracy,0.666667,0.210819,0.5,0.166667,0.119403,200,0.6,20
fazaa_001,3,balanced_accuracy,0.766667,0.226078,0.5,0.266667,0.034826,200,0.6,20
fazaa_001,4,balanced_accuracy,0.75,0.223607,0.5,0.25,0.039801,200,0.6,20
fazaa_001,5,balanced_accuracy,0.75,0.223607,0.5,0.25,0.039801,200,0.6,20
fazaa_001,6,balanced_accuracy,0.75,0.223607,0.5,0.25,0.039801,200,0.6,20
fazaa_001,7,balanced_accuracy,0.7,0.244949,0.5,0.2,0.064677,200,0.6,20
fazaa_001,8,balanced_accuracy,0.65,0.2,0.5,0.15,0.149254,200,0.6,20
fazaa_001,9,balanced_accuracy,0.75,0.223607,0.5,0.25,0.034826,200,0.6,20
fazaa_001,10,balanced_accuracy,0.6,0.2,0.5,0.1,0.233831,200,0.6,20
fazaa_001,11,balanced_accuracy,0.55,0.244949,0.5,0.05,0.353234,200,0.6,20
fazaa_001,12,balanced_accuracy,0.55,0.244949,0.5,0.05,0.373134,200,0.6,20
fazaa_001,13,balanced_accuracy,0.6,0.254951,0.5,0.1,0.228856,200,0.6,20
fazaa_001,14,balanced_accuracy,0.566667,0.275882,0.5,0.066667,0.368159,200,0.6,20
fazaa_001,15,balanced_accuracy,0.6,0.254951,0.5,0.1,0.268657,200,0.6,20
fazaa_001,16,balanced_accuracy,0.6,0.254951,0.5,0.1,0.243781,200,0.6,20
fazaa_001,17,balanced_accuracy,0.6,0.254951,0.5,0.1,0.268657,200,0.6,20
fazaa_001,18,balanced_accuracy,0.55,0.244949,0.5,0.05,0.328358,200,0.6,20
fazaa_001,19,balanced_accuracy,0.6,0.2,0.5,0.1,0.263682,200,0.6,20
fazaa_001,20,balanced_accuracy,0.516667,0.133333,0.5,0.016667,0.437811,200,0.6,20
fazaa_001,21,balanced_accuracy,0.616667,0.233333,0.5,0.116667,0.228856,200,0.6,20
fazaa_001,22,balanced_accuracy,0.616667,0.233333,0.5,0.116667,0.228856,200,0.6,20
fazaa_001,23,balanced_accuracy,0.566667,0.226078,0.5,0.066667,0.328358,200,0.6,20
hayaa_001,0,balanced_accuracy,0.683333,0.185592,0.5,0.183333,0.094527,200,0.6,20
hayaa_001,1,balanced_accuracy,0.7,0.244949,0.5,0.2,0.074627,200,0.6,20
hayaa_001,2,balanced_accuracy,0.6,0.254951,0.5,0.1,0.243781,200,0.6,20
hayaa_001,3,balanced_accuracy,0.516667,0.260342,0.5,0.016667,0.482587,200,0.6,20
hayaa_001,4,balanced_accuracy,0.566667,0.275882,0.5,0.066667,0.368159,200,0.6,20
hayaa_001,5,balanced_accuracy,0.65,0.3,0.5,0.15,0.159204,200,0.6,20
hayaa_001,6,balanced_accuracy,0.6,0.254951,0.5,0.1,0.253731,200,0.6,20
hayaa_001,7,balanced_accuracy,0.65,0.254951,0.5,0.15,0.119403,200,0.6,20
hayaa_001,8,balanced_accuracy,0.7,0.291548,0.5,0.2,0.084577,200,0.6,20
hayaa_001,9,balanced_accuracy,0.75,0.223607,0.5,0.25,0.034826,200,0.6,20
hayaa_001,10,balanced_accuracy,0.716667,0.194365,0.5,0.216667,0.069652,200,0.6,20
hayaa_001,11,balanced_accuracy,0.766667,0.161589,0.5,0.266667,0.0199,200,0.6,20
hayaa_001,12,balanced_accuracy,0.766667,0.161589,0.5,0.266667,0.029851,200,0.6,20
hayaa_001,13,balanced_accuracy,0.766667,0.161589,0.5,0.266667,0.024876,200,0.6,20
hayaa_001,14,balanced_accuracy,0.716667,0.194365,0.5,0.216667,0.074627,200,0.6,20
